Player_Notes,Player_Name,PF-2015,TO-2015,BLK-2015,STL-2015,AST-2015,TR-2015,DR-2015,OR-2015,PTS-2015,FT %-2015,FT Attempted-2015,FT Made-2015,2P %-2015,2P Attempted-2015,2P Made-2015,3P  %-2015,3P Attempted-2015,3P Made-2015,FG %-2015,FG Attempted-2015,FG Made-2015,Minutes-2015,Games Started-2015,Games-2015,Consolidated_Agent,Agency,Team,Position,Draft_Status,Draft_Year,Draft_Round,Draft_Order,Contract_Contract_Years,Contract_Expires,Current_Contract_Value,Contract_Contract_Avg,College,Experience,Age,Signed_Using,Salary_214-15,Salary_215-16,Salary_216-17,Salary_217-18,Salary_218-19,Previous_Contract_Years,Previous_Contract_TotalVal,Previous_Contract_TotalAvg,Secondary_Agent,Tertiary_Agent,PER_2013_2014,EWA_2013_2014,PER_2014_2015,EWA_2014_2015,Cumulative_TwoYear_EWA
,Corey Brewer,2.3,1.7,0.2,1.6,2.3,3.4,2.5,1.0,11.8,0.7,2.8,2.1,0.5,6.9,3.5,0.3,3.2,0.9,0.4,10.1,4.4,26.0,17.0,64.0,Happy David Walters,Relativity Sports,HOU,SG,Drafted,2007,1,7,3,2016,14107500,4702500,Florida,7,28,Cap Space,4725,495,,,,3,9177000,3059000,,,12.7,2.9,14.4,3.1,6.0
,Marreese Speights,2.7,1.2,0.5,0.2,0.9,4.5,3.0,1.6,11.0,0.8,2.6,2.2,0.5,8.7,4.4,0.2,0.2,0.0,0.5,8.9,4.4,16.8,9.0,60.0,Andrew Miller,ASM Sports,GSW,C,Drafted,2008,1,16,3,2016,10972500,3657500,Florida,6,27,MLE,36575,38155,,,,2,8715000,4357500,,,15.2,1.8,19.4,4.2,6.0
,P.J. Tucker,2.2,1.2,0.3,1.3,1.5,6.4,5.0,1.4,8.8,0.8,1.7,1.3,0.5,4.0,2.1,0.4,3.2,1.1,0.4,7.2,3.2,29.8,49.0,64.0,Andre Buck,Arete Sports Agency,PHO,SF,Drafted,2006,2,35,3,2017,16500000,5500000,Texas,3,29,Cap Space,57,55,53,,,2,1646488,823244,,,13.3,3.5,13.2,2.4,5.9
,Kelly Olynyk,3.4,1.6,0.6,1.0,1.8,5.1,3.6,1.5,10.3,0.7,2.2,1.4,0.5,5.7,3.1,0.3,2.6,0.9,0.5,8.4,4.0,23.3,13.0,48.0,Arn Tellem,Wasserman Media Group,BOS,C,Drafted,2013,1,13,3,2017,6227280,2075760,Gonzaga,1,23,1st Round Pick,27576,216516,39413,42792,,,,, Gregory Lawrence,,15.3,3.3,15.6,2.6,5.9
,George Hill,2.5,1.4,0.3,1.0,4.6,3.7,3.1,0.6,14.9,0.8,3.4,2.7,0.5,7.6,3.9,0.3,4.3,1.5,0.4,11.9,5.3,26.4,20.0,27.0,Michael Whitaker,Reid Entertainment,IND,PG,Drafted,2008,1,26,5,2017,40000000,8000000,IUPUI,6,28,Bird Rights,8,8,8,,,4,5331400,1332850,,,13.4,2.9,20.6,2.9,5.8
,Alexis Ajinca,2.3,1.0,0.7,0.3,0.6,4.6,3.1,1.5,6.7,0.8,1.5,1.3,0.6,4.7,2.7,0.0,0.0,0.0,0.6,4.7,2.7,14.0,6.0,52.0,Bradley Ames,Priority Sports,NOP,C,Drafted,2008,1,20,2,2015,1616964,808482,International,4,26,Minimum Salary,98184,,,,,3,4116240,1372080,,,14.6,1.9,21.2,3.8,5.7
,Kosta Koufos,1.9,0.8,0.8,0.4,0.5,5.0,3.7,1.3,5.0,0.6,1.1,0.7,0.5,4.3,2.1,0.0,0.0,0.0,0.5,4.3,2.1,16.5,3.0,66.0,Mark Termini,Mark Termini Associates Inc.,MEM,C,Drafted,2008,1,23,3,2015,9000000,3000000,Ohio State,6,26,Bird Rights,3,,,,,4,5899792,1474948,,,16.5,4.0,13.7,1.6,5.6
,Omer Asik,1.9,1.3,0.8,0.4,0.9,10.0,6.7,3.2,7.3,0.6,3.1,1.8,0.5,5.3,2.7,0.0,0.0,0.0,0.5,5.3,2.7,26.1,62.0,62.0,Andrew Miller,Wasserman Media Group,NOP,C,Drafted,2008,2,36,3,2015,25123938,8374646,International,4,28,Cap Space,14898938,,,,,2,3578500,1789250,,,14.1,1.7,15.5,3.9,5.6
,Jose Calderon,1.8,1.8,0.0,0.7,4.7,3.0,2.5,0.5,9.1,0.9,0.8,0.7,0.4,5.0,2.1,0.4,3.4,1.4,0.4,8.4,3.5,30.2,42.0,42.0,Alvaro Tor,Hoops Internacional,NYK,PG,Undrafted,,,,4,2017,29000000,7250000,International,9,33,Cap Space,797191,742812,778427,,,5,45000000,9000000, Cesar Alonso Gracia,,15.3,5.2,11.5,0.3,5.5
,Patrick Patterson,1.9,0.6,0.5,0.7,1.8,5.5,3.8,1.7,8.1,0.8,0.9,0.7,0.5,3.2,1.7,0.4,3.4,1.3,0.5,6.7,3.0,26.3,4.0,66.0,Odell McCants,Capitol Sports Management,TOR,PF,Drafted,2010,1,14,3,2017,18150001,6050000,Kentucky,4,25,Bird Rights,5831326,6268675,65,,,4,8985301,2246325,,,14.7,2.4,15.2,3.1,5.5
,Gerald Henderson,1.6,1.3,0.3,0.6,2.8,3.3,2.8,0.5,11.5,0.9,2.6,2.3,0.5,8.2,3.8,0.3,1.7,0.5,0.4,9.9,4.3,28.3,55.0,63.0,Arn Tellem,Wasserman Media Group,CHO,SG,Drafted,2009,1,12,3,2016,18000000,6000000,Duke,5,27,Bird Rights,6,6,,,,4,9412846,2353212, Thaddeus A. Foucher,,13.1,3.2,13.2,2.3,5.5
,Chris Kaman,2.0,1.5,0.8,0.2,0.9,6.5,4.6,1.9,8.7,0.7,1.5,1.1,0.5,7.7,3.8,0.0,0.0,0.0,0.5,7.7,3.8,19.6,13.0,62.0,Rob Pelinka,Landmark Sports Agency,POR,C,Drafted,2003,1,6,2,2016,9816000,4908000,Central Michigan,11,32,MLE,48,5,,,,1,3183000,3183000,,,17.1,2.4,15.6,2.9,5.3
,Miles Plumlee,1.7,0.8,1.0,0.6,0.5,4.7,3.1,1.6,4.1,0.5,0.6,0.3,0.5,3.5,1.9,0.0,0.0,0.0,0.5,3.5,1.9,17.5,28.0,62.0,Bradley Ames,Priority Sports,MIL,C,Drafted,2012,1,26,4,2016,5473973,1368493,Duke,2,26,1st Round Pick,116988,219293,3113316,,,,,,,,14.6,3.9,13.2,1.4,5.3
,Vince Carter,1.4,0.6,0.2,0.7,1.2,1.8,1.5,0.4,5.8,0.8,0.8,0.6,0.4,2.7,1.1,0.3,3.5,1.0,0.3,6.2,2.1,15.9,0.0,51.0,Kurt Schoeppler,NO AFFILIATED AGENCY,MEM,SG,Drafted,1998,1,5,3,2017,12264057,4088019,North Carolina,16,38,,3911981,48819,426457,,,3,9270000,3090000,,,16.0,5.4,10.1,-0.2,5.2
,Courtney Lee,1.6,1.0,0.2,1.0,2.1,2.4,2.1,0.3,10.5,0.9,1.7,1.5,0.5,5.4,2.6,0.4,3.0,1.3,0.5,8.4,3.8,30.8,61.0,64.0,Dan Fegan,Relativity Sports,MEM,SG,Drafted,2008,1,22,4,2016,21350000,5337500,Western Kentucky,6,29,Bird Rights,545,5675,,,,4,6074812,1518703,,,13.8,3.2,12.5,1.8,5.0
,Samuel Dalembert,2.2,1.2,1.3,0.4,0.9,5.3,3.6,1.7,4.0,0.7,0.6,0.4,0.4,4.1,1.8,0.0,0.0,0.0,0.4,4.1,1.8,17.0,21.0,32.0,Marc Cornstein ,Pinnacle Management,NYK,C,Drafted,2001,1,26,,2015,,,Seton Hall,12,29,,1885755,,,,,2,7568030,3784015,,,16.9,5.0,11.9,0.0,5.0
,Al-Farouq Aminu,1.8,0.7,0.9,1.0,0.7,4.1,2.9,1.3,5.4,0.8,1.3,1.0,0.5,3.0,1.5,0.3,1.7,0.5,0.4,4.7,2.0,17.0,3.0,60.0,Raymond Brothers,IAM Sports,DAL,SF,Drafted,2010,1,8,2,2016,2081686,1040843,Wake Forest,4,24,Minimum Salary,98184,1162,,,,1,3749602,3749602,,,13.2,2.7,15.1,2.3,5.0
,Shaun Livingston,1.4,1.2,0.3,0.6,3.2,2.4,1.8,0.6,6.0,0.7,1.1,0.8,0.5,5.1,2.6,0.0,0.0,0.0,0.5,5.1,2.6,18.4,2.0,64.0,Sean Kennedy,,GSW,PG,Drafted,2004,1,4,3,2017,16631175,5543725,High School,9,29,MLE,535,5543725,578245,,,1,1272279,1272279, Jeff Schwartz,,14.5,3.5,13.6,1.4,4.9
,Marcus Morris,2.4,0.9,0.2,0.7,1.5,4.2,3.3,0.9,10.3,0.6,1.4,0.8,0.5,5.4,2.6,0.4,3.7,1.4,0.4,9.1,4.0,23.9,22.0,68.0,Anthony Dutt,Creative Artists Agency,PHO,PF,Drafted,2011,1,14,4,2019,8659181,2164795,Kansas,3,25,Bird Rights,31531,5,4625,5,5375,,,,,,14.9,3.0,14.0,1.9,4.9
,Giannis Antetokounmpo,3.0,2.2,1.1,1.0,2.5,6.6,5.4,1.3,12.3,0.7,4.1,3.0,0.5,8.8,4.5,0.2,0.6,0.1,0.5,9.4,4.6,30.6,56.0,66.0,Alex Saratsis,Octagon,MIL,SF,Drafted,2013,1,15,3,2017,5619720,1873240,International,1,20,1st Round Pick,18732,195396,299542,4187597,,,,, Georgios Dimitropoulos,,10.8,0.3,15.4,4.6,4.9
,Mario Chalmers,3.1,2.2,0.1,1.6,4.1,2.7,2.4,0.3,10.8,0.8,3.6,2.8,0.5,5.5,2.6,0.3,3.2,0.9,0.4,8.6,3.5,30.7,36.0,65.0,Sam Goldfeder,Excel Sports Management,MIA,PG,Drafted,2008,2,34,2,2016,8300000,4150000,Kansas,6,28,Bird Rights,4,43,,,,3,12000000,4000000,,,14.1,3.3,12.6,1.5,4.8
,Mo Williams,2.4,2.6,0.2,0.7,6.6,2.4,2.1,0.3,14.0,0.9,2.7,2.4,0.5,7.3,3.3,0.3,4.9,1.7,0.4,12.2,5.0,29.5,32.0,54.0,Mark Bartelstein,Priority Sports,CHO,PG,Drafted,2003,2,47,1,2015,3750000,3750000,Alabama,11,32,MLE,375,,,,,2,5423340,2711670,,,11.9,0.8,16.4,4.0,4.8
,Ramon Sessions,1.2,1.4,0.0,0.4,2.7,2.0,1.7,0.3,5.6,0.8,2.5,1.9,0.4,4.2,1.5,0.3,0.8,0.2,0.3,5.1,1.7,17.4,7.0,49.0,James Wells,Allegiant Athletic Agency,WAS,PG,Drafted,2007,2,56,2,2016,4247465,2123733,Nevada,7,28,BAE,277,217465,,,,2,10000000,5000000,,,16.0,5.6,8.8,-0.9,4.7
,Mike Scott,1.1,0.5,0.0,0.3,1.0,2.7,2.1,0.6,7.5,0.8,1.1,0.9,0.5,3.7,1.9,0.4,2.7,1.0,0.4,6.4,2.9,15.8,0.0,62.0,Aaron Mintz ,Creative Artists Agency,ATL,PF,Drafted,2012,2,43,3,2017,10000000,3333333,Virginia,2,26,,3333333,3333333,3333333,,,,,,,,15.3,2.8,15.4,1.9,4.7
,Luis Scola,2.3,1.2,0.2,0.6,1.5,6.4,4.8,1.6,9.2,0.7,2.4,1.7,0.5,7.8,3.7,0.3,0.3,0.1,0.5,8.0,3.8,20.5,15.0,65.0,George Bass,AAI Sports,HOU,PF,Drafted,2002,2,56,3,2015,13525513,4508504,International,7,34,,654137,,,,,5,47041037,9408207,,,13.4,1.3,16.5,3.2,4.5
,Trevor Booker,1.7,1.2,0.4,0.5,0.9,4.7,3.0,1.7,6.7,0.6,1.6,0.9,0.5,4.6,2.4,0.3,0.9,0.3,0.5,5.6,2.7,18.5,1.0,64.0,Juan Aisa,ASM Sports,UTA,PF,Drafted,2010,1,23,2,2016,9775000,4887500,Clemson,4,27,Cap Space,5,4775,,,,4,6271580,1567895, Gerard Darnes Soms, Andrew Miller,15.0,2.7,14.6,1.8,4.5
,Greivis Vasquez,2.1,1.4,0.1,0.5,3.6,2.5,2.3,0.3,9.3,0.7,0.9,0.6,0.4,4.6,2.0,0.4,4.1,1.5,0.4,8.7,3.6,22.9,19.0,67.0,Herb Rudoy,Wasserman Media Group,TOR,PG,Drafted,2010,1,28,2,2016,13000000,6500000,Maryland,4,28,Bird Rights,64,66,,,,4,5490988,1372747, Luciano Capicchioni,,14.2,2.8,13.1,1.6,4.4
,Devin Harris,1.9,1.1,0.2,1.1,3.2,1.9,1.7,0.2,8.8,0.8,2.1,1.7,0.5,3.3,1.6,0.3,3.8,1.3,0.4,7.1,2.9,22.5,3.0,64.0,Jeff Schwartz,Excel Sports Management,DAL,PG,Drafted,2004,1,5,4,2018,16562884,4140721,Wisconsin,10,32,,3878896,453446,4227996,442546,,1,1265977,1265977,,,14.7,1.5,15.2,2.9,4.4
,Andre Iguodala,1.3,1.2,0.3,1.2,2.9,3.5,2.9,0.6,7.5,0.6,1.4,0.8,0.6,3.5,2.0,0.3,2.6,0.9,0.5,6.1,2.9,27.0,0.0,62.0,Rob Pelinka,Landmark Sports Agency,GSW,SG,Drafted,2004,1,9,4,2017,48000000,12000000,Arizona,10,31,Bird Rights,12289544,1171456,11131368,,,6,80500000,13416667,,,13.7,3.3,11.8,1.0,4.3
,Cory Joseph,1.5,0.9,0.3,0.6,2.5,2.5,1.9,0.6,7.6,0.7,2.0,1.5,0.5,5.1,2.7,0.4,0.6,0.2,0.5,5.8,2.9,20.2,14.0,62.0,Rich Paul,Klutch Sports Management,SAS,PG,Drafted,2011,1,29,4,2015,5161601,1290400,Texas,3,23,1st Round Pick,2134593,321889,,,,,,,,,14.7,1.7,15.3,2.6,4.3
,Anthony Morrow,1.8,0.5,0.1,0.7,0.8,2.5,1.9,0.5,9.8,0.9,1.1,1.0,0.5,3.9,1.9,0.4,4.0,1.6,0.5,7.9,3.6,23.5,0.0,59.0,Wallace Prather,WP Sports,OKC,SG,Undrafted,,,,3,2017,10032000,3344000,Georgia Tech,6,29,Cap Space,32,3344,3488,,,2,2173109,1086555,,,14.0,2.5,13.2,1.7,4.2
,Michael Kidd-Gilchrist,2.1,1.1,0.6,0.6,1.4,7.5,5.6,1.9,10.9,0.7,4.0,2.8,0.5,8.7,4.1,0.0,0.0,0.0,0.5,8.7,4.1,28.3,46.0,49.0,Leon Rose,Creative Artists Agency,CHO,SF,Drafted,2012,1,2,4,2016,20760923,5190231,Kentucky,2,21,1st Round Pick,51696,633143,8262481,,,,,,,,12.1,1.2,15.2,3.0,4.2
,Shawn Marion,1.1,0.5,0.5,0.5,0.9,3.5,2.4,1.1,4.9,0.8,0.7,0.5,0.5,3.8,1.8,0.3,0.8,0.2,0.4,4.7,2.1,19.7,23.0,51.0,Dan Fegan,Relativity Sports,CLE,SG,Drafted,1999,1,9,1,2015,1448490,1448490,Nevada-Las Vegas,15,36,Minimum Salary,144849,,,,,5,40019211,8003842, Byron Irvin,,13.8,3.9,10.9,0.2,4.1
,Wilson Chandler,2.9,1.5,0.4,0.7,1.6,5.9,4.7,1.2,13.7,0.8,1.6,1.3,0.5,7.2,3.5,0.3,5.3,1.8,0.4,12.5,5.3,31.5,61.0,64.0,Chris Greer Luchey,CGL Sports,DEN,SF,Drafted,2007,1,23,5,2016,31720817,6344163,DePaul,7,27,Bird Rights,6754913,7171662,,,,4,5651041,1412760,,,12.5,1.9,12.8,2.2,4.1
,Zaza Pachulia,2.3,1.8,0.3,0.9,2.3,6.4,4.0,2.4,7.6,0.8,2.1,1.7,0.4,6.9,3.0,0.0,0.1,0.0,0.4,6.9,3.0,22.8,29.0,57.0,James L. Tanner,Tandem Sports + Entertainment,MIL,C,Drafted,2003,2,42,3,2016,15600000,5200000,International,11,31,Cap Space,52,52,,,,4,19000000,4750000, Jr.,,14.0,2.3,13.4,1.7,4.0
,Dion Waiters,1.9,1.4,0.3,1.1,1.9,2.2,1.8,0.4,10.8,0.7,2.0,1.4,0.4,8.2,3.5,0.3,2.9,0.8,0.4,11.1,4.3,25.9,8.0,65.0,Rob Pelinka,Landmark Sports Agency,OKC,SG,Drafted,2012,1,4,4,2016,16821270,4205318,Syracuse,2,23,1st Round Pick,462,513843,6777589,,,,,,,,14.1,3.7,10.6,0.1,3.8
,Cody Zeller,2.5,1.0,0.8,0.6,1.6,5.8,4.2,1.6,7.7,0.8,2.7,2.1,0.5,6.0,2.8,1.0,0.0,0.0,0.5,6.1,2.8,24.1,44.0,61.0,Sam Goldfeder,Excel Sports Management,CHO,PF,Drafted,2013,1,4,3,2017,12091800,4030600,Indiana,1,22,1st Round Pick,4356,4242,5318313,714855,,,,,,,13.1,1.8,14.3,2.0,3.8
,Boris Diaw,1.9,1.5,0.3,0.5,2.9,4.2,3.3,0.9,7.9,0.7,1.2,0.8,0.5,5.1,2.5,0.3,2.1,0.7,0.4,7.2,3.2,24.1,14.0,64.0,Douglas D. Neustadt,The Neustadt Group,SAS,C,Drafted,2003,1,21,4,2018,28000000,7000000,International,11,32,Bird Rights,8,75,7,75,,2,9202500,4601250, Stefano Lupattelli,,14.1,2.6,11.9,1.0,3.6
,Jeremy Lamb,1.2,0.7,0.1,0.5,1.0,2.3,2.2,0.2,6.6,0.9,1.2,1.1,0.5,3.0,1.4,0.4,2.5,0.9,0.4,5.5,2.3,14.2,8.0,41.0,Jeff Schwartz,Excel Sports Management,OKC,SG,Drafted,2012,1,12,4,2016,9367716,2341929,Connecticut,2,22,1st Round Pick,222,334356,4175273,,,,,,,,13.4,2.2,15.5,1.4,3.6
,Jarrett Jack,1.9,2.6,0.2,1.0,5.0,3.2,2.9,0.3,12.4,0.9,2.7,2.4,0.5,8.8,4.3,0.2,1.9,0.5,0.4,10.7,4.8,29.9,27.0,63.0,Sam Goldfeder,Excel Sports Management,BRK,PG,Drafted,2005,1,22,4,2017,25200000,6300000,Georgia Tech,9,31,Cap Space,63,63,63,,,4,20000000,5000000, Jeffrey A. Schwartz,,11.6,0.6,14.2,2.9,3.5
,Jeremy Evans,0.5,0.1,0.4,0.2,0.3,1.5,1.1,0.4,1.4,0.7,0.4,0.3,0.5,1.0,0.5,0.5,0.1,0.0,0.5,1.0,0.6,5.3,0.0,27.0,Mark Bartelstein,Priority Sports,UTA,SF,Drafted,2010,2,55,3,2015,5250000,1750000,Western Kentucky,4,27,Early Bird Rights,1795,,,,,2,1235799,617900,,,16.3,3.5,,,3.5
,Beno Udrih,1.1,1.1,0.1,0.6,2.8,1.8,1.5,0.2,7.4,0.9,1.2,1.1,0.5,4.9,2.7,0.2,1.3,0.3,0.5,6.2,3.0,18.3,7.0,64.0,Marc Cornstein,Pinnacle Management,MEM,PG,Drafted,2004,1,28,2,2016,4247465,2123733,International,10,32,BAE,277,217465,,,,1,1272279,1272279,,,12.7,0.6,16.1,2.7,3.3
,Evan Turner,2.2,2.3,0.2,0.9,4.9,4.9,4.3,0.6,8.9,0.8,1.7,1.3,0.4,7.3,3.2,0.3,1.4,0.4,0.4,8.7,3.6,26.6,41.0,66.0,David Falk,FAME,BOS,SG,Drafted,2010,1,2,2,2016,6703510,3351755,Ohio State,4,26,MLE,3278,342551,,,,4,21523507,5380877,,,12.4,2.4,11.6,0.9,3.3
,Kevin Garnett,2.3,1.0,0.4,1.0,1.6,6.6,5.6,1.0,6.9,0.8,1.0,0.8,0.5,6.4,3.0,0.1,0.1,0.0,0.5,6.5,3.0,20.3,47.0,47.0,Andrew Miller,ASM Sports,MIN,PF,Drafted,1995,1,5,3,2015,36000000,12000000,High School,19,38,Bird Rights,12,,,,,3,51300000,17100000,,,13.4,1.5,15.4,1.8,3.3
,Aaron Brooks,2.3,1.9,0.2,0.6,3.0,1.9,1.5,0.3,11.3,0.8,2.1,1.8,0.4,6.0,2.6,0.4,3.7,1.4,0.4,9.7,4.1,21.6,12.0,68.0,Andre Buck,Creative Artists Agency,CHI,PG,Drafted,2007,1,26,1,2015,1145685,1145685,Oregon,6,30,Minimum Salary,915243,,,,,2,6646250,3323125, Leon Rose,,12.5,1.2,14.1,2.1,3.3
,Mike Dunleavy,1.9,0.9,0.4,0.5,1.7,3.8,3.4,0.4,8.9,0.8,1.2,1.0,0.4,3.2,1.4,0.4,4.1,1.7,0.4,7.3,3.1,29.0,49.0,49.0,Arn Tellem,Wasserman Media Group,CHI,SF,Drafted,2002,1,3,2,2015,6509235,3254618,Duke,12,34,Mini MLE,3,,,,,2,7500000,3750000,,,12.6,2.7,11.3,0.5,3.2
,Trey Burke,1.6,1.6,0.2,0.8,4.4,2.6,2.2,0.4,12.5,0.8,1.8,1.4,0.4,8.1,3.2,0.3,4.9,1.6,0.4,13.0,4.8,30.4,42.0,65.0,Austin Brown,Creative Artists Agency,UTA,PG,Drafted,2013,1,9,3,2017,7645560,2548520,Michigan,1,22,1st Round Pick,254856,265824,3386597,4588839,,,,, Leon Rose,,12.6,1.8,12.5,1.4,3.2
,Bismack Biyombo,2.1,0.8,1.3,0.2,0.2,6.0,3.5,2.5,4.6,0.5,2.6,1.4,0.6,2.8,1.6,0.0,0.0,0.0,0.6,2.8,1.6,17.6,14.0,47.0,Joel Bell,Wasserman Media Group,CHO,C,Drafted,2011,1,7,4,2015,12645778,3161445,International,3,22,1st Round Pick,486453,5479933,,,,,,,,,13.3,1.5,15.1,1.7,3.2
,Ersan Ilyasova,2.5,0.8,0.3,0.5,0.8,4.3,3.1,1.2,9.9,0.6,1.6,1.0,0.5,5.7,3.0,0.4,2.7,1.0,0.5,8.5,4.0,20.3,20.0,42.0,Andrew Miller,T and T,MIL,PF,Drafted,2005,2,36,5,2017,40000000,8000000,International,6,27,Bird Rights,79,79,84,,,3,6961500,2320500, Justin Zanik,,13.9,1.7,15.2,1.4,3.1
,C.J. Watson,1.9,1.8,0.2,0.9,3.7,2.8,2.5,0.3,9.7,0.8,2.8,2.3,0.5,4.2,1.9,0.4,3.0,1.2,0.4,7.2,3.1,25.4,21.0,47.0,Jared Karnes,Allegiant Athletic Agency,IND,PG,Undrafted,0,0,0,2,2015,4093000,2046500,Tennessee,7,30,BAE,277,,,,,2,2099622,1049811,,,13.1,1.2,14.2,1.8,3.0
,Tim Hardaway,1.7,1.1,0.2,0.3,1.7,2.2,2.1,0.2,11.3,0.8,2.1,1.7,0.4,5.2,2.3,0.3,4.9,1.7,0.4,10.1,4.0,23.5,26.0,63.0,Mark Bartelstein,Priority Sports,NYK,SG,Drafted,2013,1,24,3,2017,3751920,1250640,Michigan,1,22,1st Round Pick,12564,13452,228165,333577,,,,,,,12.8,2.1,11.7,0.9,3.0
,Marcus Thornton,0.8,0.6,0.1,0.6,0.8,1.8,1.3,0.5,8.0,0.8,1.2,1.0,0.4,4.3,1.8,0.4,3.0,1.1,0.4,7.3,2.9,15.2,0.0,47.0,Anthony Dutt,Stealth Sports,PHO,SG,Drafted,2009,2,43,4,2015,31150000,7787500,Louisiana State,5,27,Cap Space,86975,,,,,2,1220083,610042,,,12.0,1.3,15.3,1.6,2.9
,Jeff Adrien,1.8,0.5,0.5,0.2,0.9,4.5,3.2,1.4,3.5,0.6,2.2,1.3,0.4,2.6,1.1,0.0,0.0,0.0,0.4,2.6,1.1,12.6,0.0,17.0,Aaron Mintz ,Creative Artists Agency,HOU,SF,Undrafted,,,,,2015,,,Connecticut,4,29,Minimum Salary,98184,,,,,,,,,,17.5,2.9,,,2.9
,Andre Miller,1.2,1.2,0.0,0.4,3.4,2.0,1.5,0.5,4.2,0.8,0.9,0.7,0.5,3.1,1.6,0.2,0.4,0.1,0.5,3.5,1.7,14.8,0.0,65.0,Gerard Darnes Soms,ASM Sports,SAC,PG,Drafted,1999,1,8,3,2015,14625000,4875000,Utah,15,38,Bird Rights,4625,,,,,3,21807792,7269264, Juan Aisa, Andrew Miller,13.9,1.4,14.1,1.3,2.7
,Lavoy Allen,1.7,0.7,0.8,0.3,1.3,5.9,3.6,2.2,5.8,0.7,0.9,0.6,0.5,5.3,2.6,0.0,0.0,0.0,0.5,5.3,2.6,19.1,0.0,49.0,Happy David Walters,ASM Sports,IND,PF,Drafted,2011,2,50,1,2015,948163,948163,Temple,3,26,Minimum Salary,948163,,,,,2,6060000,3030000,,,12.5,0.5,16.3,2.2,2.7
,Josh McRoberts,2.4,1.3,0.2,0.7,1.9,2.6,2.2,0.4,4.2,0.6,0.8,0.5,0.6,2.0,1.2,0.4,1.1,0.5,0.5,3.1,1.6,17.4,4.0,17.0,Bill Duffy,BDA Sports,MIA,PF,Drafted,2007,2,37,4,2018,22652350,5663088,Duke,7,28,MLE,535,5543725,578245,621175,,2,5423340,2711670,,,13.8,2.7,,,2.7
,O.J. Mayo,2.3,1.8,0.3,0.7,2.8,2.6,2.2,0.4,11.5,0.8,2.0,1.7,0.5,6.2,2.8,0.4,3.9,1.4,0.4,10.1,4.2,24.3,15.0,59.0,Rob Pelinka,Landmark Sports Agency,MIL,SG,Drafted,2008,1,3,3,2016,24000000,8000000,Southern California,6,27,Cap Space,8,8,,,,2,8220900,4110450,,,11.3,0.5,13.5,2.1,2.6
,Jae Crowder,1.5,0.5,0.3,0.9,1.1,3.2,2.3,0.9,6.8,0.8,1.1,0.8,0.5,3.6,1.8,0.3,2.4,0.8,0.4,6.0,2.6,18.4,16.0,67.0,Glenn A. Schwartzman,Alliance Sports Management,BOS,SF,Drafted,2012,2,34,3,2015,2304606,768202,Marquette,2,24,Cap Space,915243,118348,,,,,,,,,11.9,0.9,13.6,1.7,2.6
,Andrea Bargnani,2.1,1.4,0.7,0.1,1.6,4.0,2.9,1.1,14.1,0.8,4.1,3.2,0.5,10.4,4.9,0.4,1.0,0.4,0.5,11.4,5.3,25.9,10.0,17.0,Antonio Ricciotti,Creative Artists Agency,NYK,C,Drafted,2006,1,1,5,2015,50000000,10000000,International,8,29,Bird Rights,12,,,,,4,21044011,5261003, Leon Rose,,14.5,2.5,,,2.5
,Terrence Ross,1.7,0.9,0.3,0.6,1.0,2.9,2.5,0.4,9.8,0.8,0.7,0.6,0.4,4.4,1.9,0.4,4.8,1.8,0.4,9.2,3.7,25.2,46.0,67.0,Aaron Mintz,Creative Artists Agency,TOR,SF,Drafted,2012,1,8,4,2016,11589837,2897459,Washington,2,24,1st Round Pick,279396,3553917,47968,,,,,,,,12.1,1.7,11.5,0.8,2.5
,Jonas Jerebko,1.8,0.6,0.3,0.5,0.9,3.2,2.1,1.1,5.6,0.8,0.8,0.7,0.5,2.7,1.3,0.4,1.8,0.7,0.5,4.5,2.1,15.7,0.0,59.0,Douglas D. Neustadt,The Neustadt Group,BOS,PF,Drafted,2009,2,39,4,2015,18000000,4500000,International,4,28,Early Bird Rights,45,,,,,2,1219783,609892, Stefano Lupattelli,,13.4,0.7,15.5,1.7,2.4
,Jon Leuer,1.5,0.6,0.2,0.3,0.8,3.6,2.7,0.9,5.0,0.6,1.1,0.7,0.5,4.2,2.0,0.3,0.5,0.1,0.4,4.7,2.1,14.1,6.0,56.0,Bradley Ames,Priority Sports,MEM,PF,Drafted,2011,2,40,3,2016,2902500,967500,Wisconsin,3,25,Early Bird Rights,9675,135,,,,2,1235799,617900, Mark Bartelstein,,17.7,2.0,12.5,0.4,2.4
,Steven Adams,3.1,1.5,1.3,0.4,1.0,7.1,4.4,2.6,7.5,0.5,2.6,1.4,0.5,5.5,3.0,0.0,0.0,0.0,0.5,5.5,3.0,24.3,52.0,55.0,Arn Tellem,Wasserman Media Group,OKC,C,Drafted,2013,1,12,3,2017,6554880,2184960,Pittsburgh,1,21,1st Round Pick,218496,22794,314517,4321352,,,,, Darren Matsubara,,11.3,0.4,13.8,1.9,2.3
